"ID товара","Визиты","Просмотры","Посетители","Конверсия (Заявка на кредит)","Конверсия (Звонок)"
"Итого и средние","144495","2002633","94939","0.0433786636215786","0.03263780753659296"
"226381","354","3570","347","0.002824858757062147","0.00847457627118644"
"398192","89","4121","83","0.0","0.0"
"44247","94","2273","71","0.0","0.0"
"109935","73","2766","62","0.0","0.0"
"99115","73","1517","62","0.0","0.0"
"417054","60","5030","57","0.0","0.0"
"33410","76","2812","52","0.0","0.0"
"68905","57","1760","51","0.0","0.0"
"59705","53","1943","50","0.0","0.0"
"132610","54","1143","49","0.0","0.0"
"428458","50","801","49","0.0","0.0"
"149240","60","1967","46","0.0","0.0"
"259717","47","1823","46","0.0","0.0"
"260368","52","2957","46","0.0","0.0"
"134349","46","492","45","0.0","0.0"
"17337","48","1805","45","0.0","0.0"
"408872","46","1395","45","0.0","0.0"
"440520","50","3140","45","0.0","0.0"
"64703","48","1190","44","0.0","0.0"
"133285","45","1131","42","0.0","0.0"
"217049","43","1539","42","0.0","0.0"
"47935","46","1153","42","0.0","0.0"
"140871","44","2139","41","0.0","0.0"
"285527","46","1797","41","0.0","0.0"
"44918","43","1459","41","0.0","0.0"
"50349","47","624","41","0.0","0.0"
"255844","43","963","40","0.0","0.0"
"54255","45","662","40","0.0","0.0"
"72190","52","1434","40","0.0","0.0"
"134347","44","802","39","0.0","0.0"
"140848","50","1690","39","0.0","0.0"
"253548","41","1611","39","0.0","0.0"
"29715","42","1379","39","0.0","0.0"
"297363","43","1236","39","0.0","0.0"
"178208","39","1365","38","0.0","0.0"
"408709","39","2491","38","0.0","0.0"
"99574","42","2305","38","0.0","0.0"
"130625","38","1646","37","0.0","0.0"
"413070","38","1776","37","0.0","0.0"
"51678","43","1271","37","0.0","0.0"
"103504","40","1126","36","0.0","0.0"
"110374","37","821","36","0.0","0.0"
"133719","44","2000","36","0.0","0.0"
"209223","45","2038","36","0.0","0.0"
"337707","37","404","36","0.0","0.0"
"361732","39","509","36","0.0","0.0"
"49616","39","705","36","0.0","0.0"
"74586","41","2039","36","0.0","0.0"
"100430","42","1618","35","0.0","0.0"
"141988","39","761","35","0.0","0.0"
"18074","36","1997","35","0.0","0.0"
"350609","35","797","35","0.0","0.0"
"46578","35","1246","35","0.0","0.0"
"82559","42","1078","35","0.0","0.0"
"148420","40","1960","34","0.0","0.0"
"293309","38","1813","34","0.0","0.0"
"45211","36","1078","34","0.0","0.0"
"74815","37","1941","34","0.0","0.0"
"103831","37","1222","33","0.0","0.0"
"105203","38","931","33","0.0","0.0"
"214343","34","457","33","0.0","0.0"
"37727","40","1072","33","0.0","0.0"
"408591","38","1415","33","0.0","0.0"
"458597","33","1248","33","0.0","0.0"
"148539","37","2000","32","0.0","0.0"
"208251","33","1186","32","0.0","0.0"
"214481","35","687","32","0.0","0.0"
"350711","34","2311","32","0.0","0.0"
"398706","34","1329","32","0.0","0.0"
"59734","35","851","32","0.0","0.0"
"105754","34","1286","31","0.0","0.0"
"18131","33","868","31","0.0","0.0"
"189198","40","1730","31","0.0","0.0"
"214572","34","2142","31","0.0","0.0"
"413729","37","1368","31","0.0","0.0"
"445897","35","1852","31","0.0","0.0"
"67272","37","1031","31","0.0","0.0"
"133470","36","2491","30","0.0","0.0"
"428444","31","1794","30","0.0","0.0"
"47461","36","2027","30","0.0","0.0"
"82263","31","745","30","0.0","0.0"
"10774","33","1198","29","0.0","0.0"
"119972","32","1870","29","0.0","0.0"
"163073","30","798","29","0.0","0.0"
"299419","32","1013","29","0.0","0.0"
"33732","30","610","29","0.0","0.0"
"413754","31","1218","29","0.0","0.0"
"434175","34","1116","29","0.0","0.0"
"57897","37","1631","29","0.0","0.0"
"74582","30","640","29","0.0","0.0"
"105954","29","1105","28","0.0","0.0"
"108503","28","1726","28","0.0","0.0"
"125071","34","1377","28","0.0","0.0"
"133343","33","450","28","0.0","0.0"
"140907","29","932","28","0.0","0.0"
"177759","28","610","28","0.0","0.0"
"200641","34","1665","28","0.0","0.0"
"207866","30","1104","28","0.0","0.0"
"218590","37","1092","28","0.0","0.0"
"264040","32","907","28","0.0","0.0"
"337466","33","522","28","0.0","0.0"
"36756","30","671","28","0.0","0.0"
"413579","30","1078","28","0.0","0.0"
"413589","30","1776","28","0.0","0.0"
"96611","29","1474","28","0.0","0.0"
"132378","31","1939","27","0.0","0.0"
"194871","30","1237","27","0.0","0.0"
"205259","36","1698","27","0.0","0.0"
"206020","34","654","27","0.0","0.0"
"217355","31","1836","27","0.0","0.0"
"299342","28","986","27","0.0","0.0"
"337598","29","665","27","0.0","0.0"
"350577","27","1514","27","0.0","0.0"
"408690","27","913","27","0.0","0.0"
"413228","27","2355","27","0.0","0.0"
"58115","27","378","27","0.0","0.0"
"82761","31","1279","27","0.0","0.0"
"100241","30","1645","26","0.0","0.0"
"108964","28","1406","26","0.0","0.0"
"118700","26","989","26","0.0","0.0"
"178045","26","451","26","0.0","0.0"
"248634","35","921","26","0.0","0.0"
"297540","26","1202","26","0.0","0.0"
"336930","32","1067","26","0.0","0.0"
"356056","27","1451","26","0.0","0.0"
"356067","26","694","26","0.0","0.0"
"390827","34","1139","26","0.0","0.0"
"398315","28","932","26","0.0","0.0"
"467919","28","1130","26","0.0","0.0"
"50374","31","580","26","0.0","0.0"
"100741","29","1178","25","0.0","0.0"
"130470","25","276","25","0.0","0.0"
"133694","27","1412","25","0.0","0.0"
"178236","28","784","25","0.0","0.0"
"201116","29","1239","25","0.0","0.0"
"20443","26","1221","25","0.0","0.0"
"226555","30","1092","25","0.0","0.0"
"362181","28","1237","25","0.0","0.0"
"412816","31","749","25","0.0","0.0"
"64222","25","597","25","0.0","0.0"
"65937","25","458","25","0.0","0.0"
"86646","28","781","25","0.0","0.0"
"89884","27","1293","25","0.0","0.0"
"97128","27","771","25","0.0","0.0"
"130568","24","531","24","0.0","0.0"
"177579","32","1108","24","0.0","0.0"
"203956","25","1473","24","0.0","0.0"
"207990","27","761","24","0.0","0.0"
"214772","28","744","24","0.0","0.0"
"248581","24","843","24","0.0","0.0"
"253556","24","937","24","0.0","0.0"
"299703","25","698","24","0.0","0.0"
"355941","30","949","24","0.0","0.0"
"36724","26","1173","24","0.0","0.0"
"38363","27","902","24","0.0","0.0"
"417311","27","1365","24","0.0","0.0"
"428447","26","1222","24","0.0","0.0"
"64054","26","1057","24","0.0","0.0"
"66218","30","1808","24","0.0","0.0"
"88064","28","855","24","0.0","0.0"
"89879","27","728","24","0.0","0.0"
"96415","26","694","24","0.0","0.0"
"106329","24","523","23","0.0","0.0"
"110286","25","1228","23","0.0","0.0"
"125703","23","981","23","0.0","0.0"
"141779","24","780","23","0.0","0.0"
"148836","24","402","23","0.0","0.0"
"172047","36","981","23","0.0","0.0"
"194347","26","1027","23","0.0","0.0"
"248547","24","963","23","0.0","0.0"
"263964","25","537","23","0.0","0.0"
"293308","25","427","23","0.0","0.0"
"337219","25","575","23","0.0","0.0"
"39345","25","1559","23","0.0","0.0"
"44929","28","1052","23","0.0","0.0"
"46431","24","707","23","0.0","0.0"
"49589","26","677","23","0.0","0.0"
"55330","26","1060","23","0.0","0.0"
"55468","27","939","23","0.0","0.0"
"63375","26","666","23","0.0","0.0"
"99486","25","704","23","0.0","0.0"
"103281","24","570","22","0.0","0.0"
"133572","22","997","22","0.0","0.0"
"141506","25","539","22","0.0","0.0"
"16560","24","552","22","0.0","0.0"
"189206","26","942","22","0.0","0.0"
"207986","24","1074","22","0.0","0.0"
"217601","22","1013","22","0.0","0.0"
"245593","23","977","22","0.0","0.0"
"246688","25","972","22","0.0","0.0"
"248742","22","870","22","0.0","0.0"
"253404","23","982","22","0.0","0.0"
"278590","24","1137","22","0.0","0.0"
"293575","22","1134","22","0.0","0.0"
"320271","26","1185","22","0.0","0.0"
"336689","23","681","22","0.0","0.0"
"337683","24","1590","22","0.0","0.0"
"398518","23","687","22","0.0","0.0"
"413582","22","492","22","0.0","0.0"
"428435","22","1262","22","0.0","0.0"
"440174","27","798","22","0.0","0.0"
"86516","26","1753","22","0.0","0.0"
"99609","27","1253","22","0.0","0.0"
"104941","26","1380","21","0.0","0.0"
"115677","22","612","21","0.0","0.0"
"118684","27","720","21","0.0","0.0"
"141555","22","924","21","0.0","0.0"
"148210","21","504","21","0.0","0.0"
"203953","22","509","21","0.0","0.0"
"218123","24","214","21","0.0","0.0"
"253020","21","650","21","0.0","0.0"
"259676","23","799","21","0.0","0.0"
"329564","24","1210","21","0.0","0.0"
"372770","22","859","21","0.0","0.0"
"416696","22","657","21","0.0","0.0"
"417022","22","441","21","0.0","0.0"
"42951","24","901","21","0.0","0.0"
"45227","24","512","21","0.0","0.0"
"50556","24","595","21","0.0","0.0"
"50617","22","346","21","0.0","0.0"
"69285","23","1468","21","0.0","0.0"
"93645","22","853","21","0.0","0.0"
"99173","25","621","21","0.0","0.0"
"101046","20","952","20","0.0","0.0"
"104307","20","480","20","0.0","0.0"
"118861","24","923","20","0.0","0.0"
"119769","26","506","20","0.0","0.0"
"132919","24","1026","20","0.0","0.0"
"151779","21","528","20","0.0","0.0"
"18007","21","1536","20","0.0","0.0"
"201133","21","1293","20","0.0","0.0"
"203235","24","1057","20","0.0","0.0"
"203384","21","725","20","0.0","0.0"
"207721","22","700","20","0.0","0.0"
"218272","21","577","20","0.0","0.0"
"222171","20","1001","20","0.0","0.0"
"245591","21","861","20","0.0","0.0"
"246742","20","896","20","0.0","0.0"
"246962","20","372","20","0.0","0.0"
"293497","23","835","20","0.0","0.0"
"297366","26","1466","20","0.0","0.0"
"337089","34","1432","20","0.0","0.0"
"337324","25","873","20","0.0","0.0"
"354995","22","253","20","0.0","0.0"
"361781","21","662","20","0.0","0.0"
"398654","21","1275","20","0.0","0.0"
"402947","20","688","20","0.0","0.0"
"412842","22","974","20","0.0","0.0"
"416878","27","1210","20","0.0","0.0"
"416897","27","785","20","0.0","0.0"
"417009","25","873","20","0.0","0.0"
"417303","21","189","20","0.0","0.0"
"57483","23","694","20","0.0","0.0"
"83623","21","785","20","0.0","0.0"
"84181","29","893","20","0.0","0.0"
"108033","29","1112","19","0.0","0.0"
"108965","19","1176","19","0.0","0.0"
"119410","25","1373","19","0.0","0.0"
"130858","19","498","19","0.0","0.0"
"131246","19","839","19","0.0","0.0"
"140926","21","702","19","0.0","0.0"
"142166","19","893","19","0.0","0.0"
"142595","20","570","19","0.0","0.0"
"148335","20","322","19","0.0","0.0"
"148349","23","869","19","0.0","0.0"
"149841","19","931","19","0.0","0.0"
"15647","20","824","19","0.0","0.0"
"160662","29","481","19","0.0","0.0"
"191115","20","1036","19","0.0","0.0"
"191232","19","358","19","0.0","0.0"
"194635","19","447","19","0.0","0.0"
"200772","20","958","19","0.0","0.0"
"207848","20","393","19","0.0","0.0"
"208144","22","659","19","0.0","0.0"
"208668","20","761","19","0.0","0.0"
"217445","21","1161","19","0.0","0.0"
"218323","23","616","19","0.0","0.0"
"243215","19","947","19","0.0","0.0"
"259637","22","1147","19","0.0","0.0"
"259784","19","712","19","0.0","0.0"
"278428","21","696","19","0.0","0.0"
"297283","22","664","19","0.0","0.0"
"337281","22","969","19","0.0","0.0"
"390371","19","1129","19","0.0","0.0"
"390512","29","846","19","0.0","0.0"
"398135","27","431","19","0.0","0.0"
"398492","19","716","19","0.0","0.0"
"402968","23","859","19","0.0","0.0"
"413220","19","690","19","0.0","0.0"
"417107","19","718","19","0.0","0.0"
"52114","19","775","19","0.0","0.0"
"64665","24","904","19","0.0","0.0"
"88142","22","776","19","0.0","0.0"
"106286","25","865","18","0.0","0.0"
"106288","19","854","18","0.0","0.0"
"109855","19","543","18","0.0","0.0"
"110326","19","950","18","0.0","0.0"
"132605","21","529","18","0.0","0.0"
"132606","22","824","18","0.0","0.0"
"133009","24","827","18","0.0","0.0"
"141699","23","1694","18","0.0","0.0"
"17345","19","951","18","0.0","0.0"
"17512","19","776","18","0.0","0.0"
"198729","18","415","18","0.0","0.0"
"203425","21","829","18","0.0","0.0"
"205340","19","642","18","0.0","0.0"
"205684","19","622","18","0.0","0.0"
"218488","19","617","18","0.0","0.0"
"248921","18","265","18","0.0","0.0"
"264102","18","655","18","0.0","0.0"
"264166","18","305","18","0.0","0.0"
"292241","19","668","18","0.0","0.0"
"292310","22","558","18","0.0","0.0"
"337471","18","691","18","0.0","0.0"
"337698","19","825","18","0.0","0.0"
"361616","20","432","18","0.0","0.0"
"390717","22","829","18","0.0","0.0"
"391160","18","510","18","0.0","0.0"
"398717","23","781","18","0.0","0.0"
"402491","21","591","18","0.0","0.0"
"412912","18","654","18","0.0","0.0"
"413442","18","679","18","0.0","0.0"
"417332","20","1126","18","0.0","0.0"
"43651","19","737","18","0.0","0.0"
"51958","18","961","18","0.0","0.0"
"57814","21","860","18","0.0","0.0"
"71452","19","479","18","0.0","0.0"
"74291","26","1022","18","0.0","0.0"
"101343","17","709","17","0.0","0.0"
"102467","18","773","17","0.0","0.0"
"105737","17","831","17","0.0","0.0"
"110370","19","584","17","0.0","0.0"
"125387","22","717","17","0.0","0.0"
"132042","17","381","17","0.0","0.0"
"133441","19","554","17","0.0","0.0"
"133706","17","771","17","0.0","0.0"
"163547","20","716","17","0.0","0.0"
"177786","20","572","17","0.0","0.0"
"178112","20","1384","17","0.0","0.0"
"191151","19","1053","17","0.0","0.0"
"200734","18","544","17","0.0","0.0"
"200808","17","776","17","0.0","0.0"
"205618","18","1139","17","0.0","0.0"
"218362","17","928","17","0.0","0.0"
"218825","19","705","17","0.0","0.0"
"234747","19","441","17","0.0","0.0"
"245676","20","441","17","0.0","0.0"
"253639","19","836","17","0.0","0.0"
"259669","17","200","17","0.0","0.0"
"267446","17","727","17","0.0","0.0"
"350514","19","270","17","0.0","0.0"
"350648","22","799","17","0.0","0.0"
"36289","22","964","17","0.0","0.0"
"398198","17","497","17","0.0","0.0"
"412857","18","993","17","0.0","0.0"
"413225","19","1113","17","0.0","0.0"
"413463","17","883","17","0.0","0.0"
"41905","17","731","17","0.0","0.0"
"434247","20","432","17","0.0","0.0"
"434290","17","756","17","0.0","0.0"
"434367","18","768","17","0.0","0.0"
"443514","18","243","17","0.0","0.0"
"450244","17","230","17","0.0","0.0"
"455227","19","628","17","0.0","0.0"
"52320","18","790","17","0.0","0.0"
"55376","17","432","17","0.0","0.0"
"55775","18","628","17","0.0","0.0"
"55781","19","845","17","0.0","0.0"
"83386","18","1121","17","0.0","0.0"
"87830","21","726","17","0.0","0.0"
"96523","17","455","17","0.0","0.0"
"97634","21","271","17","0.0","0.0"
"98618","18","787","17","0.0","0.0"
"100240","18","734","16","0.0","0.0"
"101182","17","767","16","0.0","0.0"
"104079","19","1124","16","0.0","0.0"
"104218","17","365","16","0.0","0.0"
"106113","16","511","16","0.0","0.0"
"106426","18","702","16","0.0","0.0"
"111268","18","1127","16","0.0","0.0"
"125639","20","278","16","0.0","0.0"
"131244","17","540","16","0.0","0.0"
"133224","16","971","16","0.0","0.0"
"133705","21","748","16","0.0","0.0"
"141373","16","919","16","0.0","0.0"
"148267","19","562","16","0.0","0.0"
"148952","17","173","16","0.0","0.0"
"149400","17","606","16","0.0","0.0"
"149592","16","250","16","0.0","0.0"
"151770","17","293","16","0.0","0.0"
"162999","16","609","16","0.0","0.0"
"163078","17","860","16","0.0","0.0"
"194719","19","749","16","0.0","0.0"
"194938","17","547","16","0.0","0.0"
"208204","17","701","16","0.0","0.0"
"214567","18","503","16","0.0","0.0"
"246337","17","725","16","0.0","0.0"
"248653","20","534","16","0.0","0.0"
"253109","17","820","16","0.0","0.0"
"255918","16","529","16","0.0","0.0"
"293402","17","274","16","0.0","0.0"
"299340","18","881","16","0.0","0.0"
"336890","17","396","16","0.0","0.0"
"336998","19","625","16","0.0","0.0"
"337436","16","1157","16","0.0","0.0"
"362188","17","521","16","0.0","0.0"
"39431","16","631","16","0.0","0.0"
"403227","18","817","16","0.0","0.0"
"408546","18","843","16","0.0","0.0"
"413388","17","544","16","0.0","0.0"
"417104","20","843","16","0.0","0.0"
"439846","16","642","16","0.0","0.0"
"440190","20","387","16","0.0","0.0"
"440423","16","964","16","0.0","0.0"
"443822","18","1032","16","0.0","0.0"
"445772","19","416","16","0.0","0.0"
"44971","16","151","16","0.0","0.0"
"459134","16","525","16","0.0","0.0"
"467026","16","663","16","0.0","0.0"
"467953","16","1060","16","0.0","0.0"
"57015","20","376","16","0.0","0.0"
"63932","18","860","16","0.0","0.0"
"71562","17","186","16","0.0","0.0"
"93274","16","358","16","0.0","0.0"
"96518","24","1133","16","0.0","0.0"
"98746","18","364","16","0.0","0.0"
"100429","15","870","15","0.0","0.0"
"104671","19","411","15","0.0","0.0"
"105108","19","388","15","0.0","0.0"
"106097","18","793","15","0.0","0.0"
"108471","15","307","15","0.0","0.0"
"109627","16","280","15","0.0","0.0"
"115208","15","217","15","0.0","0.0"
"119752","15","410","15","0.0","0.0"
"130920","15","776","15","0.0","0.0"
"141834","15","316","15","0.0","0.0"
"141960","18","675","15","0.0","0.0"
"150406","15","509","15","0.0","0.0"
"163458","15","679","15","0.0","0.0"
"177661","15","718","15","0.0","0.0"
"191065","16","852","15","0.0","0.0"
"191353","19","696","15","0.0","0.0"
"194448","15","257","15","0.0","0.0"
"194620","15","516","15","0.0","0.0"
"203697","16","935","15","0.0","0.0"
"203863","21","441","15","0.0","0.0"
"205247","18","784","15","0.0","0.0"
"205249","20","533","15","0.0","0.0"
"205500","20","821","15","0.0","0.0"
"207928","17","714","15","0.0","0.0"
"208150","16","276","15","0.0","0.0"
"209272","21","1458","15","0.0","0.0"
"209401","16","853","15","0.0","0.0"
"245679","16","669","15","0.0","0.0"
"247015","15","378","15","0.0","0.0"
"259660","16","1432","15","0.0","0.0"
"259788","17","1004","15","0.0","0.0"
"260122","15","295","15","0.0","0.0"
"299762","15","781","15","0.0","0.0"
"336954","15","509","15","0.0","0.0"
"337350","20","1107","15","0.0","0.0"
"337494","17","713","15","0.0","0.0"
"337950","18","467","15","0.0","0.0"
"355042","17","647","15","0.0","0.0"
"359049","20","784","15","0.0","0.0"
"361610","16","484","15","0.0","0.0"
"361701","16","341","15","0.0","0.0"
"368115","15","468","15","0.0","0.0"
"372751","15","368","15","0.0","0.0"
"390823","17","458","15","0.0","0.0"
"398161","20","853","15","0.0","0.0"
"413621","16","442","15","0.0","0.0"
"416926","17","471","15","0.0","0.0"
"416991","17","894","15","0.0","0.0"
"428520","16","1062","15","0.0","0.0"
"428532","15","574","15","0.0","0.0"
"434224","15","515","15","0.0","0.0"
"434370","15","780","15","0.0","0.0"
"46107","16","136","15","0.0","0.0"
"56589","18","1156","15","0.0","0.0"
"63547","17","329","15","0.0","0.0"
"65425","15","456","15","0.0","0.0"
"68314","16","560","15","0.0","0.0"
"74761","16","1017","15","0.0","0.0"
"87427","17","1056","15","0.0","0.0"
"93708","15","564","15","0.0","0.0"
"96956","17","537","15","0.0","0.0"
"100958","14","652","14","0.0","0.0"
"104108","14","389","14","0.0","0.0"
"104649","17","507","14","0.0","0.0"
"125171","21","806","14","0.0","0.0"
"131947","14","509","14","0.0","0.0"
"132696","14","381","14","0.0","0.0"
"135159","14","246","14","0.0","0.0"
"140708","15","542","14","0.0","0.0"
"142675","16","1063","14","0.0","0.0"
"148228","16","706","14","0.0","0.0"
"148343","15","836","14","0.0","0.0"
"148701","14","558","14","0.0","0.0"
"148796","15","686","14","0.0","0.0"
"151698","15","426","14","0.0","0.0"
"160625","17","534","14","0.0","0.0"
"163149","15","415","14","0.0","0.0"
"163548","14","450","14","0.0","0.0"
"17470","17","305","14","0.0","0.0"
"17712","14","738","14","0.0","0.0"
"177821","19","745","14","0.0","0.0"
"200575","15","552","14","0.0","0.0"
"200907","14","547","14","0.0","0.0"
"201231","15","655","14","0.0","0.0"
"203403","16","914","14","0.0","0.0"
"207671","18","914","14","0.0","0.0"
"207697","14","1044","14","0.0","0.0"
"217489","14","515","14","0.0","0.0"
"217980","14","474","14","0.0","0.0"
"218168","15","439","14","0.0","0.0"
"219006","15","956","14","0.0","0.0"
"219031","15","580","14","0.0","0.0"
"226345","16","1179","14","0.0","0.0"
"226558","14","377","14","0.0","0.0"
"226573","16","393","14","0.0","0.0"
"245496","14","912","14","0.0","0.0"
"246559","15","592","14","0.0","0.0"
"246939","16","728","14","0.0","0.0"
"247000","14","341","14","0.0","0.0"
"249158","15","267","14","0.0","0.0"
"24992","15","561","14","0.0","0.0"
"260118","16","523","14","0.0","0.0"
"264239","14","600","14","0.0","0.0"
"267152","17","946","14","0.0","0.0"
"278415","15","1133","14","0.0","0.0"
"292271","17","380","14","0.0","0.0"
"320055","14","653","14","0.0","0.0"
"337074","14","423","14","0.0","0.0"
"337577","14","365","14","0.0","0.0"
"355809","15","714","14","0.0","0.0"
"361828","14","1150","14","0.0","0.0"
"390396","14","370","14","0.0","0.0"
"39990","14","1291","14","0.0","0.0"
"408616","18","1062","14","0.0","0.0"
"408793","14","448","14","0.0","0.0"
"423123","15","495","14","0.0","0.0"
"434286","14","931","14","0.0","0.0"
"463986","14","935","14","0.0","0.0"
"46450","16","957","14","0.0","0.0"
"55362","19","661","14","0.0","0.0"
"63977","15","173","14","0.0","0.0"
"82796","15","1057","14","0.0","0.0"
"90106","16","633","14","0.0","0.0"
"93352","15","229","14","0.0","0.0"
"98614","14","196","14","0.0","0.0"
"98854","14","502","14","0.0","0.0"
"99436","14","303","14","0.0","0.0"
"99656","14","640","14","0.0","0.0"
"101633","14","384","13","0.0","0.0"
"103193","19","508","13","0.0","0.0"
"103806","14","435","13","0.0","0.0"
"103832","13","89","13","0.0","0.0"
"104373","13","377","13","0.0","0.0"
"104886","16","682","13","0.0","0.0"
"115264","16","928","13","0.0","0.0"
"132585","15","224","13","0.0","0.0"
"132671","14","288","13","0.0","0.0"
"133230","13","595","13","0.0","0.0"
"135876","19","502","13","0.0","0.0"
"135892","14","347","13","0.0","0.0"
"140542","15","448","13","0.0","0.0"
"17075","14","779","13","0.0","0.0"
"171908","15","719","13","0.0","0.0"
"178170","14","446","13","0.0","0.0"
"190957","14","730","13","0.0","0.0"
"191055","14","567","13","0.0","0.0"
"191059","14","617","13","0.0","0.0"
"191223","14","438","13","0.0","0.0"
"200816","13","832","13","0.0","0.0"
"200904","13","632","13","0.0","0.0"
"201091","18","670","13","0.0","0.0"
"205480","13","426","13","0.0","0.0"
"207839","15","284","13","0.0","0.0"
"208174","17","562","13","0.0","0.0"
"209415","14","386","13","0.0","0.0"
"216349","14","337","13","0.0","0.0"
"216986","14","770","13","0.0","0.0"
"217360","13","273","13","0.0","0.0"
"217428","20","559","13","0.0","0.0"
"217624","15","510","13","0.0","0.0"
"218215","14","914","13","0.0","0.0"
"243203","13","477","13","0.0","0.0"
"247084","15","406","13","0.0","0.0"
"253344","13","533","13","0.0","0.0"
"255973","13","451","13","0.0","0.0"
"276528","14","859","13","0.0","0.0"
"285519","13","604","13","0.0","0.0"
"292319","15","783","13","0.0","0.0"
"293454","13","399","13","0.0","0.0"
"297925","15","91","13","0.0","0.0"
"320081","17","886","13","0.0","0.0"
"336162","17","853","13","0.0","0.0"
"336837","16","291","13","0.0","0.0"
"336991","13","626","13","0.0","0.0"
"337037","14","915","13","0.0","0.0"
"337148","14","875","13","0.0","0.0"
"337480","13","414","13","0.0","0.0"
"337520","13","319","13","0.0","0.0"
"346460","13","945","13","0.0","0.0"
"356092","15","1307","13","0.0","0.0"
"391156","15","546","13","0.0","0.0"
"398212","13","436","13","0.0","0.0"
"398522","13","346","13","0.0","0.0"
"402934","17","694","13","0.0","0.0"
"403251","15","1064","13","0.0","0.0"
"403284","13","377","13","0.0","0.0"
"408545","15","559","13","0.0","0.0"
"408777","14","503","13","0.0","0.0"
"408856","13","585","13","0.0","0.0"
"413027","13","196","13","0.0","0.0"
"416602","13","947","13","0.0","0.0"
"417028","13","835","13","0.0","0.0"
"417216","15","493","13","0.0","0.0"
"417351","18","1010","13","0.0","0.0"
"428509","13","338","13","0.0","0.0"
"428531","14","740","13","0.0","0.0"
"434199","13","814","13","0.0","0.0"
"43960","13","484","13","0.0","0.0"
"455299","15","641","13","0.0","0.0"
"458659","13","488","13","0.0","0.0"
"464361","13","653","13","0.0","0.0"
"467544","13","247","13","0.0","0.0"
"50562","15","639","13","0.0","0.0"
"50622","14","509","13","0.0","0.0"
"5340","13","394","13","0.0","0.0"
"59682","13","479","13","0.0","0.0"
"63374","13","430","13","0.0","0.0"
"65604","14","391","13","0.0","0.0"
"65610","15","238","13","0.0","0.0"
"90274","13","554","13","0.0","0.0"
"93433","14","424","13","0.0","0.0"
"96789","15","537","13","0.0","0.0"
"97541","15","413","13","0.0","0.0"
"98769","15","1070","13","0.0","0.0"
"99644","13","775","13","0.0","0.0"
"103115","12","642","12","0.0","0.0"
"104568","16","628","12","0.0","0.0"
"104782","15","467","12","0.0","0.0"
"105004","12","403","12","0.0","0.0"
"105708","15","886","12","0.0","0.0"
"108363","13","517","12","0.0","0.0"
"108469","12","408","12","0.0","0.0"
"109984","12","607","12","0.0","0.0"
"115278","12","550","12","0.0","0.0"
"119144","14","488","12","0.0","0.0"
"125578","15","624","12","0.0","0.0"
"130510","13","397","12","0.0","0.0"
"130782","15","471","12","0.0","0.0"
"132341","17","653","12","0.0","0.0"
"132366","13","574","12","0.0","0.0"
"133020","12","1000","12","0.0","0.0"
"133234","12","1019","12","0.0","0.0"
"133242","12","310","12","0.0","0.0"
"134405","12","444","12","0.0","0.0"
"137556","13","799","12","0.0","0.0"
"141687","13","482","12","0.0","0.0"
"148211","13","295","12","0.0","0.0"
"148236","17","464","12","0.0","0.0"
"148363","12","158","12","0.0","0.0"
"148996","12","426","12","0.0","0.0"
"149392","17","569","12","0.0","0.0"
"149489","13","151","12","0.0","0.0"
"150402","14","480","12","0.0","0.0"
"16025","13","705","12","0.0","0.0"
"160957","16","570","12","0.0","0.0"
"163226","13","684","12","0.0","0.0"
"163448","12","821","12","0.0","0.0"
"177630","13","382","12","0.0","0.0"
"187714","12","688","12","0.0","0.0"
"191131","12","153","12","0.0","0.0"
"191350","12","494","12","0.0","0.0"
"194944","12","704","12","0.0","0.0"
"195003","13","933","12","0.0","0.0"
"198700","12","330","12","0.0","0.0"
"199856","12","301","12","0.0","0.0"
"200736","12","430","12","0.0","0.0"
"207984","12","801","12","0.0","0.0"
"208260","12","701","12","0.0","0.0"
"214564","14","561","12","0.0","0.0"
"214611","12","531","12","0.0","0.0"
"217027","15","795","12","0.0","0.0"
"217096","14","584","12","0.0","0.0"
"217961","14","502","12","0.0","0.0"
"217978","27","1222","12","0.0","0.0"
"218735","12","728","12","0.0","0.0"
"218755","19","874","12","0.0","0.0"
"218810","13","191","12","0.0","0.0"
"226415","13","1278","12","0.0","0.0"
"226496","12","999","12","0.0","0.0"
"227003","14","392","12","0.0","0.0"
"246135","13","465","12","0.0","0.0"
"246146","13","163","12","0.0","0.0"
"246208","13","458","12","0.0","0.0"
"246570","13","152","12","0.0","0.0"
"247016","14","890","12","0.0","0.0"
"248917","18","606","12","0.0","0.0"
"252766","12","613","12","0.0","0.0"
"259896","16","544","12","0.0","0.0"
"264027","15","876","12","0.0","0.0"
"267486","14","755","12","0.0","0.0"
"278602","15","1655","12","0.0","0.0"
"282451","13","739","12","0.0","0.0"
"285396","12","305","12","0.0","0.0"
"293552","13","320","12","0.0","0.0"
"336982","12","217","12","0.0","0.0"
"337196","15","398","12","0.0","0.0"
"337401","12","574","12","0.0","0.0"
"337524","17","1005","12","0.0","0.0"
"337686","17","467","12","0.0","0.0"
"337822","15","672","12","0.0","0.0"
"358987","13","335","12","0.0","0.0"
"361767","15","592","12","0.0","0.0"
"372799","13","849","12","0.0","0.0"
"390174","12","309","12","0.0","0.0"
"390373","12","376","12","0.0","0.0"
"390392","12","403","12","0.0","0.0"
