"ID товара","Визиты","Просмотры","Посетители","Конверсия (Заявка на кредит)","Конверсия (Звонок)"
"106326","3","92","3","0.0","0.0"
"108299","3","144","3","0.0","0.0"
"108914","3","436","3","0.0","0.0"
"109847","3","211","3","0.0","0.0"
"109977","3","145","3","0.0","0.0"
"110064","3","57","3","0.0","0.0"
"111085","3","35","3","0.0","0.0"
"115228","4","172","3","0.0","0.0"
"115249","3","37","3","0.0","0.0"
"115354","3","135","3","0.0","0.0"
"115363","3","188","3","0.0","0.0"
"115451","3","117","3","0.0","0.0"
"115564","4","31","3","0.0","0.0"
"115639","3","55","3","0.0","0.0"
"118703","3","118","3","0.0","0.0"
"118844","3","99","3","0.0","0.0"
"118958","4","121","3","0.0","0.0"
"119093","3","69","3","0.0","0.0"
"119212","5","76","3","0.0","0.0"
"119579","4","167","3","0.0","0.0"
"119775","4","87","3","0.0","0.0"
"119854","3","208","3","0.0","0.0"
"119908","3","36","3","0.0","0.0"
"120280","3","282","3","0.0","0.0"
"125160","3","59","3","0.0","0.0"
"125208","5","196","3","0.0","0.0"
"125210","3","65","3","0.0","0.0"
"125338","3","217","3","0.0","0.0"
"125652","3","303","3","0.0","0.0"
"130476","3","157","3","0.0","0.0"
"131541","3","73","3","0.0","0.0"
"131604","3","174","3","0.0","0.0"
"131686","3","143","3","0.0","0.0"
"131689","3","114","3","0.0","0.0"
"132031","3","49","3","0.0","0.0"
"132587","3","308","3","0.0","0.0"
"132703","4","94","3","0.0","0.0"
"132793","3","245","3","0.0","0.0"
"133010","3","31","3","0.0","0.0"
"133294","3","204","3","0.0","0.0"
"133303","4","39","3","0.0","0.0"
"133306","3","49","3","0.0","0.0"
"133324","3","95","3","0.0","0.0"
"133333","3","245","3","0.0","0.0"
"133346","3","90","3","0.0","0.0"
"133350","3","219","3","0.0","0.0"
"133358","3","154","3","0.0","0.0"
"133489","3","133","3","0.0","0.0"
"133702","3","25","3","0.0","0.0"
"133985","3","72","3","0.0","0.0"
"134082","3","104","3","0.0","0.0"
"135898","3","36","3","0.0","0.0"
"135949","3","107","3","0.0","0.0"
"136951","3","33","3","0.0","0.0"
"140251","3","210","3","0.0","0.0"
"140470","3","49","3","0.0","0.0"
"141511","5","271","3","0.0","0.0"
"141676","3","70","3","0.0","0.0"
"141679","3","125","3","0.0","0.0"
"141721","4","63","3","0.0","0.0"
"141908","3","117","3","0.0","0.0"
"142085","3","61","3","0.0","0.0"
"142406","3","104","3","0.0","0.0"
"148538","4","119","3","0.0","0.0"
"148965","3","182","3","0.0","0.0"
"149266","3","97","3","0.0","0.0"
"149337","3","244","3","0.0","0.0"
"149824","3","138","3","0.0","0.0"
"149943","3","149","3","0.0","0.0"
"150207","3","90","3","0.0","0.0"
"151460","4","245","3","0.0","0.0"
"151464","3","21","3","0.0","0.0"
"151733","3","239","3","0.0","0.0"
"151880","4","53","3","0.0","0.0"
"156122","3","68","3","0.0","0.0"
"15746","3","116","3","0.0","0.0"
"160514","3","54","3","0.0","0.0"
"160548","3","66","3","0.0","0.0"
"160658","3","249","3","0.0","0.0"
"160909","3","668","3","0.0","0.0"
"160970","4","191","3","0.0","0.0"
"163152","4","126","3","0.0","0.0"
"163200","3","221","3","0.0","0.0"
"163521","3","226","3","0.0","0.0"
"163531","3","58","3","0.0","0.0"
"171843","3","155","3","0.0","0.0"
"171855","3","70","3","0.0","0.0"
"171857","3","139","3","0.0","0.0"
"171943","3","11","3","0.0","0.0"
"172024","3","15","3","0.0","0.0"
"17271","4","89","3","0.0","0.0"
"17718","3","72","3","0.0","0.0"
"177636","3","65","3","0.0","0.0"
"177644","3","155","3","0.0","0.0"
"177651","3","26","3","0.0","0.0"
"177689","3","179","3","0.0","0.0"
"177701","3","93","3","0.0","0.0"
"177704","4","562","3","0.0","0.0"
"177713","3","267","3","0.0","0.0"
"177752","3","37","3","0.0","0.0"
"177890","3","22","3","0.0","0.0"
"177981","3","176","3","0.0","0.0"
"177983","3","181","3","0.0","0.0"
"177989","4","143","3","0.0","0.0"
"178151","4","163","3","0.0","0.0"
"17818","3","243","3","0.0","0.0"
"178200","3","75","3","0.0","0.0"
"178251","3","33","3","0.0","0.0"
"178270","3","85","3","0.0","0.0"
"181796","3","165","3","0.0","0.0"
"187684","3","194","3","0.0","0.0"
"187686","3","141","3","0.0","0.0"
"187726","3","109","3","0.0","0.0"
"189144","3","61","3","0.0","0.0"
"189160","3","57","3","0.0","0.0"
"189285","3","196","3","0.0","0.0"
"191066","3","102","3","0.0","0.0"
"191101","3","175","3","0.0","0.0"
"191127","3","219","3","0.0","0.0"
"191228","3","123","3","0.0","0.0"
"191354","3","95","3","0.0","0.0"
"194450","3","93","3","0.0","0.0"
"194525","3","148","3","0.0","0.0"
"194695","3","247","3","0.0","0.0"
"194816","3","151","3","0.0","0.0"
"194882","3","57","3","0.0","0.0"
"194942","3","140","3","0.0","0.0"
"195006","3","25","3","0.0","0.0"
"195007","3","125","3","0.0","0.0"
"195010","3","50","3","0.0","0.0"
"198257","3","39","3","0.0","0.0"
"198567","3","103","3","0.0","0.0"
"198715","4","60","3","0.0","0.0"
"198722","3","207","3","0.0","0.0"
"198742","3","109","3","0.0","0.0"
"199842","3","48","3","0.0","0.0"
"200192","3","127","3","0.0","0.0"
"200195","3","172","3","0.0","0.0"
"200196","3","131","3","0.0","0.0"
"200204","3","88","3","0.0","0.0"
"200528","3","106","3","0.0","0.0"
"200677","5","168","3","0.0","0.0"
"200723","3","46","3","0.0","0.0"
"201003","3","195","3","0.0","0.0"
"201006","3","20","3","0.0","0.0"
"201096","4","109","3","0.0","0.0"
"201114","3","44","3","0.0","0.0"
"201176","3","101","3","0.0","0.0"
"201214","3","112","3","0.0","0.0"
"201593","3","160","3","0.0","0.0"
"201649","3","73","3","0.0","0.0"
"203248","3","343","3","0.0","0.0"
"203261","3","95","3","0.0","0.0"
"203267","3","26","3","0.0","0.0"
"203359","3","117","3","0.0","0.0"
"203388","3","231","3","0.0","0.0"
"203764","5","219","3","0.0","0.0"
"203819","3","130","3","0.0","0.0"
"205254","3","57","3","0.0","0.0"
"205303","3","27","3","0.0","0.0"
"205450","3","84","3","0.0","0.0"
"205515","3","312","3","0.0","0.0"
"205625","3","318","3","0.0","0.0"
"207583","3","49","3","0.0","0.0"
"207672","3","82","3","0.0","0.0"
"207714","3","153","3","0.0","0.0"
"207781","3","143","3","0.0","0.0"
"207924","3","133","3","0.0","0.0"
"207926","3","54","3","0.0","0.0"
"208078","3","206","3","0.0","0.0"
"208149","3","218","3","0.0","0.0"
"208156","3","130","3","0.0","0.0"
"208254","3","123","3","0.0","0.0"
"209179","3","80","3","0.0","0.0"
"209235","3","91","3","0.0","0.0"
"209240","3","135","3","0.0","0.0"
"209287","3","153","3","0.0","0.0"
"209307","3","34","3","0.0","0.0"
"209314","3","292","3","0.0","0.0"
"209348","3","210","3","0.0","0.0"
"209410","3","69","3","0.0","0.0"
"209438","3","102","3","0.0","0.0"
"209497","3","144","3","0.0","0.0"
"209630","3","73","3","0.0","0.0"
"209990","3","215","3","0.0","0.0"
"214381","3","59","3","0.0","0.0"
"214417","3","95","3","0.0","0.0"
"214455","3","112","3","0.0","0.0"
"214513","4","15","3","0.0","0.0"
"214578","3","190","3","0.0","0.0"
"214603","3","162","3","0.0","0.0"
"216318","3","126","3","0.0","0.0"
"216329","3","127","3","0.0","0.0"
"216335","3","57","3","0.0","0.0"
"216428","3","72","3","0.0","0.0"
"216953","3","107","3","0.0","0.0"
"216956","3","109","3","0.0","0.0"
"216983","3","94","3","0.0","0.0"
"216987","3","56","3","0.0","0.0"
"217026","3","351","3","0.0","0.0"
"217037","3","64","3","0.0","0.0"
"217095","3","60","3","0.0","0.0"
"217139","3","160","3","0.0","0.0"
"217210","3","153","3","0.0","0.0"
"217285","3","144","3","0.0","0.0"
"217443","4","246","3","0.0","0.0"
"217488","3","97","3","0.0","0.0"
"217707","3","364","3","0.0","0.0"
"217994","3","162","3","0.0","0.0"
"218151","3","28","3","0.0","0.0"
"218243","3","89","3","0.0","0.0"
"218338","3","115","3","0.0","0.0"
"218383","3","99","3","0.0","0.0"
"218464","3","57","3","0.0","0.0"
"218667","3","48","3","0.0","0.0"
"218754","3","137","3","0.0","0.0"
"218821","3","50","3","0.0","0.0"
"218829","3","85","3","0.0","0.0"
"218887","3","59","3","0.0","0.0"
"218896","3","129","3","0.0","0.0"
"218966","3","46","3","0.0","0.0"
"218998","3","101","3","0.0","0.0"
"219008","3","155","3","0.0","0.0"
"21957","3","126","3","0.0","0.0"
"220592","3","64","3","0.0","0.0"
"226179","3","69","3","0.0","0.0"
"226348","3","134","3","0.0","0.0"
"226363","3","259","3","0.0","0.0"
"226366","4","95","3","0.0","0.0"
"226379","3","330","3","0.0","0.0"
"226438","3","114","3","0.0","0.0"
"226454","3","60","3","0.0","0.0"
"226471","3","458","3","0.0","0.0"
"23094","3","170","3","0.0","0.0"
"234644","3","107","3","0.0","0.0"
"240799","3","195","3","0.0","0.0"
"245656","3","93","3","0.0","0.0"
"245747","3","154","3","0.0","0.0"
"245781","3","148","3","0.0","0.0"
"245837","3","365","3","0.0","0.0"
"245912","3","51","3","0.0","0.0"
"245990","3","327","3","0.0","0.0"
"245999","4","129","3","0.0","0.0"
"246099","3","172","3","0.0","0.0"
"246105","3","79","3","0.0","0.0"
"246124","3","123","3","0.0","0.0"
"246126","6","63","3","0.0","0.0"
"246139","3","17","3","0.0","0.0"
"246287","3","75","3","0.0","0.0"
"246292","3","331","3","0.0","0.0"
"246380","3","33","3","0.0","0.0"
"246531","3","61","3","0.0","0.0"
"246574","3","19","3","0.0","0.0"
"246595","4","110","3","0.0","0.0"
"246761","5","16","3","0.0","0.0"
"246837","3","120","3","0.0","0.0"
"246950","3","374","3","0.0","0.0"
"246964","3","308","3","0.0","0.0"
"246994","5","39","3","0.0","0.0"
"247012","3","49","3","0.0","0.0"
"248533","3","81","3","0.0","0.0"
"248557","3","73","3","0.0","0.0"
"248693","3","134","3","0.0","0.0"
"248724","3","127","3","0.0","0.0"
"248830","3","226","3","0.0","0.0"
"248956","3","212","3","0.0","0.0"
"249033","3","380","3","0.0","0.0"
"249037","3","20","3","0.0","0.0"
"252660","3","47","3","0.0","0.0"
"252681","3","126","3","0.0","0.0"
"252759","4","384","3","0.0","0.0"
"252949","3","111","3","0.0","0.0"
"253098","3","78","3","0.0","0.0"
"253099","3","133","3","0.0","0.0"
"253102","3","34","3","0.0","0.0"
"253236","3","102","3","0.0","0.0"
"253267","3","164","3","0.0","0.0"
"253305","3","290","3","0.0","0.0"
"253316","3","98","3","0.0","0.0"
"253407","3","42","3","0.0","0.0"
"253472","3","100","3","0.0","0.0"
"253538","3","140","3","0.0","0.0"
"253701","3","100","3","0.0","0.0"
"253724","3","27","3","0.0","0.0"
"253765","3","162","3","0.0","0.0"
"253817","4","80","3","0.0","0.0"
"254039","3","172","3","0.0","0.0"
"254301","3","109","3","0.0","0.0"
"255869","3","40","3","0.0","0.0"
"259578","3","99","3","0.0","0.0"
"259686","3","137","3","0.0","0.0"
"259705","3","116","3","0.0","0.0"
"259842","4","184","3","0.0","0.0"
"259921","3","97","3","0.0","0.0"
"260032","3","150","3","0.0","0.0"
"260207","3","91","3","0.0","0.0"
"260251","4","107","3","0.0","0.0"
"264106","5","86","3","0.0","0.0"
"264215","3","45","3","0.0","0.0"
"264237","4","226","3","0.0","0.0"
"264242","3","232","3","0.0","0.0"
"26598","3","217","3","0.0","0.0"
"267106","4","136","3","0.0","0.0"
"267234","3","104","3","0.0","0.0"
"267241","4","83","3","0.0","0.0"
"267451","3","108","3","0.0","0.0"
"267469","3","290","3","0.0","0.0"
"275963","3","24","3","0.0","0.0"
"276474","3","29","3","0.0","0.0"
"276483","3","43","3","0.0","0.0"
"276494","3","268","3","0.0","0.0"
"276531","3","67","3","0.0","0.0"
"278329","3","438","3","0.0","0.0"
"278426","3","211","3","0.0","0.0"
"278427","3","82","3","0.0","0.0"
"278429","3","114","3","0.0","0.0"
"278445","3","57","3","0.0","0.0"
"278447","3","230","3","0.0","0.0"
"278548","4","112","3","0.0","0.0"
"278598","3","66","3","0.0","0.0"
"278612","3","166","3","0.0","0.0"
"282464","3","145","3","0.0","0.0"
"285402","4","263","3","0.0","0.0"
"285406","3","13","3","0.0","0.0"
"285410","3","107","3","0.0","0.0"
"285450","3","85","3","0.0","0.0"
"285517","4","237","3","0.0","0.0"
"285536","3","26","3","0.0","0.0"
"292255","3","77","3","0.0","0.0"
"293297","3","123","3","0.0","0.0"
"293301","4","169","3","0.0","0.0"
"293302","3","47","3","0.0","0.0"
"293313","3","34","3","0.0","0.0"
"293373","3","44","3","0.0","0.0"
"293422","4","61","3","0.0","0.0"
"293462","3","93","3","0.0","0.0"
"297287","3","142","3","0.0","0.0"
"297621","3","59","3","0.0","0.0"
"297647","3","190","3","0.0","0.0"
"297869","3","314","3","0.0","0.0"
"299302","3","193","3","0.0","0.0"
"299334","4","293","3","0.0","0.0"
"299335","3","67","3","0.0","0.0"
"299386","3","80","3","0.0","0.0"
"299527","3","13","3","0.0","0.0"
"299644","3","41","3","0.0","0.0"
"299661","3","355","3","0.0","0.0"
"299664","5","72","3","0.0","0.0"
"299749","3","100","3","0.0","0.0"
"303337","3","59","3","0.0","0.0"
"308591","3","46","3","0.0","0.0"
"312659","3","46","3","0.0","0.0"
"320066","3","85","3","0.0","0.0"
"320216","3","70","3","0.0","0.0"
"323766","3","10","3","0.0","0.0"
"323802","3","14","3","0.0","0.0"
"324156","3","76","3","0.0","0.0"
"324165","3","160","3","0.0","0.0"
"325893","3","95","3","0.0","0.0"
"327931","3","17","3","0.0","0.0"
"328962","3","50","3","0.0","0.0"
"33582","3","229","3","0.0","0.0"
"336435","7","274","3","0.0","0.0"
"336664","4","234","3","0.0","0.0"
"336675","3","571","3","0.0","0.0"
"336758","3","176","3","0.0","0.0"
"336766","3","74","3","0.0","0.0"
"336868","3","47","3","0.0","0.0"
"336943","3","179","3","0.0","0.0"
"336976","4","53","3","0.0","0.0"
"336981","3","320","3","0.0","0.0"
"336983","3","72","3","0.0","0.0"
"336984","3","181","3","0.0","0.0"
"337001","3","128","3","0.0","0.0"
"337006","3","55","3","0.0","0.0"
"337049","3","212","3","0.0","0.0"
"337056","3","52","3","0.0","0.0"
"337078","3","166","3","0.0","0.0"
"337079","3","117","3","0.0","0.0"
"337086","3","71","3","0.0","0.0"
"337098","3","63","3","0.0","0.0"
"337118","3","127","3","0.0","0.0"
"337121","3","88","3","0.0","0.0"
"337127","3","113","3","0.0","0.0"
"337139","3","68","3","0.0","0.0"
"337162","3","305","3","0.0","0.0"
"337169","3","322","3","0.0","0.0"
"337187","3","30","3","0.0","0.0"
"337199","3","62","3","0.0","0.0"
"337205","3","79","3","0.0","0.0"
"337215","3","447","3","0.0","0.0"
"337223","3","85","3","0.0","0.0"
"337229","3","47","3","0.0","0.0"
"337234","3","58","3","0.0","0.0"
"337248","4","69","3","0.0","0.0"
"337251","3","127","3","0.0","0.0"
"337252","3","134","3","0.0","0.0"
"337256","3","73","3","0.0","0.0"
"337258","3","135","3","0.0","0.0"
"337265","3","64","3","0.0","0.0"
"337299","3","55","3","0.0","0.0"
"337309","3","94","3","0.0","0.0"
"337314","3","182","3","0.0","0.0"
"337333","3","118","3","0.0","0.0"
"337336","3","169","3","0.0","0.0"
"337339","4","267","3","0.0","0.0"
"337343","3","153","3","0.0","0.0"
"337344","3","186","3","0.0","0.0"
"337354","3","181","3","0.0","0.0"
"337363","3","168","3","0.0","0.0"
"337373","3","320","3","0.0","0.0"
"337384","3","109","3","0.0","0.0"
"337394","3","111","3","0.0","0.0"
"337423","3","96","3","0.0","0.0"
"337425","3","156","3","0.0","0.0"
"337441","3","187","3","0.0","0.0"
"337443","3","44","3","0.0","0.0"
"337458","3","62","3","0.0","0.0"
"337468","3","287","3","0.0","0.0"
"337470","3","82","3","0.0","0.0"
"337499","4","382","3","0.0","0.0"
"337508","3","107","3","0.0","0.0"
"337511","3","67","3","0.0","0.0"
"337515","3","241","3","0.0","0.0"
"337519","3","228","3","0.0","0.0"
"337533","3","45","3","0.0","0.0"
"337550","3","45","3","0.0","0.0"
"337557","3","79","3","0.0","0.0"
"337560","3","235","3","0.0","0.0"
"337572","5","50","3","0.0","0.0"
"337574","4","232","3","0.0","0.0"
"337580","3","199","3","0.0","0.0"
"337591","3","56","3","0.0","0.0"
"337596","3","125","3","0.0","0.0"
"337599","3","46","3","0.0","0.0"
"337604","3","74","3","0.0","0.0"
"337615","3","204","3","0.0","0.0"
"337623","3","102","3","0.0","0.0"
"337632","3","142","3","0.0","0.0"
"337648","3","89","3","0.0","0.0"
"337692","3","43","3","0.0","0.0"
"337706","3","58","3","0.0","0.0"
"337789","3","52","3","0.0","0.0"
"337796","3","67","3","0.0","0.0"
"337801","3","227","3","0.0","0.0"
"337814","3","79","3","0.0","0.0"
"337860","3","202","3","0.0","0.0"
"34154","3","261","3","0.0","0.0"
"346361","3","45","3","0.0","0.0"
"346379","3","167","3","0.0","0.0"
"346380","3","52","3","0.0","0.0"
"346463","3","128","3","0.0","0.0"
"350484","3","294","3","0.0","0.0"
"350558","3","306","3","0.0","0.0"
"350569","3","129","3","0.0","0.0"
"350685","3","13","3","0.0","0.0"
"350744","3","175","3","0.0","0.0"
"355044","3","44","3","0.0","0.0"
"355064","3","40","3","0.0","0.0"
"355891","3","168","3","0.0","0.0"
"355946","3","37","3","0.0","0.0"
"356069","3","105","3","0.0","0.0"
"361547","3","320","3","0.0","0.0"
"361674","3","220","3","0.0","0.0"
"361811","3","424","3","0.0","0.0"
"361956","5","365","3","0.0","0.0"
"362192","3","58","3","0.0","0.0"
"372712","3","137","3","0.0","0.0"
"372749","3","102","3","0.0","0.0"
"372765","3","63","3","0.0","0.0"
"372823","4","95","3","0.0","0.0"
"38166","3","39","3","0.0","0.0"
"390384","3","17","3","0.0","0.0"
"390788","3","129","3","0.0","0.0"
"390970","3","171","3","0.0","0.0"
"390983","3","82","3","0.0","0.0"
"391061","3","95","3","0.0","0.0"
"391132","3","152","3","0.0","0.0"
"391134","3","101","3","0.0","0.0"
"391169","4","93","3","0.0","0.0"
"39649","4","184","3","0.0","0.0"
"398204","3","81","3","0.0","0.0"
"398255","3","369","3","0.0","0.0"
"398288","3","116","3","0.0","0.0"
"398313","3","35","3","0.0","0.0"
"398430","3","346","3","0.0","0.0"
"39847","3","175","3","0.0","0.0"
"398656","3","132","3","0.0","0.0"
"398702","3","185","3","0.0","0.0"
"402462","4","262","3","0.0","0.0"
"402951","3","112","3","0.0","0.0"
"402965","4","78","3","0.0","0.0"
"403008","3","30","3","0.0","0.0"
"403010","3","192","3","0.0","0.0"
"403013","3","176","3","0.0","0.0"
"403038","3","39","3","0.0","0.0"
"403153","3","56","3","0.0","0.0"
"403272","3","64","3","0.0","0.0"
"403348","3","79","3","0.0","0.0"
"403371","3","143","3","0.0","0.0"
"408677","3","76","3","0.0","0.0"
"412849","3","413","3","0.0","0.0"
"412897","3","19","3","0.0","0.0"
"413076","3","54","3","0.0","0.0"
"413084","3","64","3","0.0","0.0"
"413146","3","176","3","0.0","0.0"
"413216","3","111","3","0.0","0.0"
"413464","3","154","3","0.0","0.0"
"413482","4","192","3","0.0","0.0"
"413655","3","40","3","0.0","0.0"
"416777","3","73","3","0.0","0.0"
"416866","3","73","3","0.0","0.0"
"416880","3","85","3","0.0","0.0"
"416933","3","66","3","0.0","0.0"
"416983","3","71","3","0.0","0.0"
"417094","3","57","3","0.0","0.0"
"417152","3","210","3","0.0","0.0"
"417154","3","94","3","0.0","0.0"
"417168","3","64","3","0.0","0.0"
"417215","3","168","3","0.0","0.0"
"417356","4","82","3","0.0","0.0"
"417388","3","202","3","0.0","0.0"
"41778","3","39","3","0.0","0.0"
"42081","4","74","3","0.0","0.0"
"42467","3","165","3","0.0","0.0"
"42492","3","82","3","0.0","0.0"
"42918","3","18","3","0.0","0.0"
"434177","3","38","3","0.0","0.0"
"434212","3","39","3","0.0","0.0"
"434342","4","127","3","0.0","0.0"
"434439","3","74","3","0.0","0.0"
"434444","3","56","3","0.0","0.0"
"43785","3","100","3","0.0","0.0"
"43790","3","71","3","0.0","0.0"
"439824","3","225","3","0.0","0.0"
"439850","3","19","3","0.0","0.0"
"440192","3","180","3","0.0","0.0"
"440211","3","98","3","0.0","0.0"
"440308","3","417","3","0.0","0.0"
"440312","3","29","3","0.0","0.0"
"440407","3","172","3","0.0","0.0"
"440421","3","138","3","0.0","0.0"
"44337","3","162","3","0.0","0.0"
"443455","3","74","3","0.0","0.0"
"443463","3","21","3","0.0","0.0"
"443476","3","136","3","0.0","0.0"
"443602","3","119","3","0.0","0.0"
"443700","3","19","3","0.0","0.0"
"443776","3","69","3","0.0","0.0"
"443786","3","128","3","0.0","0.0"
"443827","3","90","3","0.0","0.0"
"444037","3","48","3","0.0","0.0"
"444083","3","26","3","0.0","0.0"
"444109","3","61","3","0.0","0.0"
"444287","3","89","3","0.0","0.0"
"445699","6","89","3","0.0","0.0"
"445738","5","133","3","0.0","0.0"
"445749","4","213","3","0.0","0.0"
"445790","4","191","3","0.0","0.0"
"445915","6","850","3","0.0","0.0"
"450199","3","94","3","0.0","0.0"
"450789","4","306","3","0.0","0.0"
"451636","3","95","3","0.0","0.0"
"45235","3","41","3","0.0","0.0"
"455297","3","140","3","0.0","0.0"
"455304","6","325","3","0.0","0.0"
"455342","3","135","3","0.0","0.0"
"458321","3","48","3","0.0","0.0"
"458348","3","161","3","0.0","0.0"
"458353","3","50","3","0.0","0.0"
"458428","3","143","3","0.0","0.0"
"458441","3","61","3","0.0","0.0"
"458450","3","307","3","0.0","0.0"
"458487","3","74","3","0.0","0.0"
"458560","3","136","3","0.0","0.0"
"458570","3","90","3","0.0","0.0"
"458674","3","170","3","0.0","0.0"
"458706","3","33","3","0.0","0.0"
"458755","3","28","3","0.0","0.0"
"458770","3","102","3","0.0","0.0"
"458771","3","331","3","0.0","0.0"
"458865","3","227","3","0.0","0.0"
"459026","3","128","3","0.0","0.0"
"459058","3","77","3","0.0","0.0"
"459137","3","181","3","0.0","0.0"
"463879","3","245","3","0.0","0.0"
"463886","4","94","3","0.0","0.0"
"46412","3","182","3","0.0","0.0"
"464350","3","76","3","0.0","0.0"
"464472","3","117","3","0.0","0.0"
"464488","3","62","3","0.0","0.0"
"464490","3","26","3","0.0","0.0"
"464644","3","99","3","0.0","0.0"
"466832","3","469","3","0.0","0.0"
"466838","3","410","3","0.0","0.0"
"467116","4","92","3","0.0","0.0"
"467143","4","375","3","0.0","0.0"
"467275","3","398","3","0.0","0.0"
"467470","3","79","3","0.0","0.0"
"467517","3","96","3","0.0","0.0"
"467842","3","97","3","0.0","0.0"
"467901","4","57","3","0.0","0.0"
"467906","4","96","3","0.0","0.0"
"467937","3","12","3","0.0","0.0"
"467964","3","157","3","0.0","0.0"
"467992","3","46","3","0.0","0.0"
"468039","3","74","3","0.0","0.0"
"468044","3","591","3","0.0","0.0"
"468228","3","107","3","0.0","0.0"
"468327","3","261","3","0.0","0.0"
"469339","4","49","3","0.0","0.0"
"469345","3","51","3","0.0","0.0"
"469360","3","234","3","0.0","0.0"
"469370","3","35","3","0.0","0.0"
"469600","3","201","3","0.0","0.0"
"469610","3","42","3","0.0","0.0"
"469690","3","187","3","0.0","0.0"
"46975","3","90","3","0.0","0.0"
"469913","3","166","3","0.0","0.0"
"469926","3","292","3","0.0","0.0"
"469986","4","124","3","0.0","0.0"
"470084","3","588","3","0.0","0.0"
"470406","4","100","3","0.0","0.0"
"470415","3","57","3","0.0","0.0"
"470420","3","31","3","0.0","0.0"
"470566","3","221","3","0.0","0.0"
"470576","3","100","3","0.0","0.0"
"470925","3","102","3","0.0","0.0"
"471064","3","65","3","0.0","0.0"
"471067","3","109","3","0.0","0.0"
"471453","3","255","3","0.0","0.0"
"471642","3","95","3","0.0","0.0"
"471673","3","329","3","0.0","0.0"
"472114","4","39","3","0.0","0.0"
"47238","3","88","3","0.0","0.0"
"475066","3","269","3","0.0","0.0"
"475124","3","88","3","0.0","0.0"
"47798","4","51","3","0.0","0.0"
"479124","3","80","3","0.0","0.0"
"479151","3","97","3","0.0","0.0"
"479366","3","50","3","0.0","0.0"
"479826","3","58","3","0.0","0.0"
"483248","3","127","3","0.0","0.0"
"50452","3","221","3","0.0","0.0"
"50461","3","140","3","0.0","0.0"
"50631","3","133","3","0.0","0.0"
"51553","3","116","3","0.0","0.0"
"51613","3","100","3","0.0","0.0"
"51870","4","243","3","0.0","0.0"
"52503","3","50","3","0.0","0.0"
"53498","3","194","3","0.0","0.0"
"53822","3","119","3","0.0","0.0"
"54280","3","53","3","0.0","0.0"
"55590","4","76","3","0.0","0.0"
"55777","4","143","3","0.0","0.0"
"57082","3","26","3","0.0","0.0"
"57514","3","19","3","0.0","0.0"
"57556","3","173","3","0.0","0.0"
"57568","3","220","3","0.0","0.0"
"57841","4","126","3","0.0","0.0"
"59842","3","12","3","0.0","0.0"
"60128","3","202","3","0.0","0.0"
"60193","4","113","3","0.0","0.0"
"63028","3","282","3","0.0","0.0"
"63413","3","36","3","0.0","0.0"
"63440","3","34","3","0.0","0.0"
"63479","3","166","3","0.0","0.0"
"63614","3","17","3","0.0","0.0"
"63738","3","102","3","0.0","0.0"
"63759","3","58","3","0.0","0.0"
"63764","3","259","3","0.0","0.0"
"63843","3","26","3","0.0","0.0"
"63845","4","70","3","0.0","0.0"
"64051","3","134","3","0.0","0.0"
"64126","3","131","3","0.0","0.0"
"64186","3","190","3","0.0","0.0"
"65977","3","98","3","0.0","0.0"
"66360","3","193","3","0.0","0.0"
"68599","3","114","3","0.0","0.0"
"68618","3","268","3","0.0","0.0"
"69023","3","156","3","0.0","0.0"
"71286","3","103","3","0.0","0.0"
"71591","3","22","3","0.0","0.0"
"71732","3","95","3","0.0","0.0"
"74308","3","168","3","0.0","0.0"
"74441","3","135","3","0.0","0.0"
"74483","3","48","3","0.0","0.0"
"74485","3","72","3","0.0","0.0"
"75058","3","71","3","0.0","0.0"
"82262","3","71","3","0.0","0.0"
"83014","3","101","3","0.0","0.0"
"83127","3","456","3","0.0","0.0"
"84162","3","357","3","0.0","0.0"
"84164","4","272","3","0.0","0.0"
"86355","3","57","3","0.0","0.0"
"86379","3","504","3","0.0","0.0"
"86431","3","251","3","0.0","0.0"
"86441","3","47","3","0.0","0.0"
"86541","3","257","3","0.0","0.0"
"86924","3","41","3","0.0","0.0"
"87433","3","50","3","0.0","0.0"
"87657","3","50","3","0.0","0.0"
"89798","3","196","3","0.0","0.0"
"90376","3","24","3","0.0","0.0"
"93153","3","196","3","0.0","0.0"
"93210","5","286","3","0.0","0.0"
"93211","3","40","3","0.0","0.0"
"93270","3","53","3","0.0","0.0"
"93456","3","10","3","0.0","0.0"
"93498","3","271","3","0.0","0.0"
"93632","3","137","3","0.0","0.0"
"96110","3","78","3","0.0","0.0"
"96111","3","77","3","0.0","0.0"
"96412","3","104","3","0.0","0.0"
"96607","3","88","3","0.0","0.0"
"96955","3","89","3","0.0","0.0"
"98616","3","106","3","0.0","0.0"
"98988","3","82","3","0.0","0.0"
"99016","3","157","3","0.0","0.0"
"99402","4","101","3","0.0","0.0"
"99845","3","183","3","0.0","0.0"
"100288","2","198","2","0.0","0.0"
"100933","2","156","2","0.0","0.0"
"101053","2","62","2","0.0","0.0"
"101477","2","269","2","0.0","0.0"
"101621","2","165","2","0.0","0.0"
"102444","2","353","2","0.0","0.0"
"102775","2","143","2","0.0","0.0"
"102989","2","87","2","0.0","0.0"
"103040","2","242","2","0.0","0.0"
"103438","2","81","2","0.0","0.0"
"103498","3","572","2","0.0","0.0"
"103866","2","99","2","0.0","0.0"
"104028","2","92","2","0.0","0.0"
